month,day_of_week,hour_of_day,mean_rides
8,4,12,56.25
8,4,13,64.75
8,4,14,82.75
8,4,15,91.875
8,4,16,81.25
8,4,17,74.5
8,4,18,68.125
8,4,19,78.75
8,4,20,81.375
8,4,21,65.5
8,4,22,53.375
8,4,23,44.125
8,5,0,31.22222222222222
8,5,1,13.777777777777779
8,5,2,10.444444444444445
8,5,3,20.333333333333332
8,5,4,26.11111111111111
8,5,5,37.111111111111114
8,5,6,47.22222222222222
8,5,7,47.44444444444444
8,5,8,49.333333333333336
8,5,9,59.333333333333336
8,5,10,56.888888888888886
8,5,11,54.888888888888886
8,5,12,53.111111111111114
8,5,13,62.44444444444444
8,5,14,67.44444444444444
8,5,15,71.11111111111111
8,5,16,63.77777777777778
8,5,17,64.33333333333333
8,5,18,72.88888888888889
8,5,19,76.0
8,5,20,80.0
8,5,21,74.55555555555556
8,5,22,64.11111111111111
8,5,23,48.888888888888886
8,6,0,30.8
8,6,1,12.4
8,6,2,11.6
8,6,3,14.9
8,6,4,19.8
8,6,5,31.1
8,6,6,42.6
8,6,7,48.9
8,6,8,46.3
8,6,9,57.2
8,6,10,61.0
8,6,11,59.3
8,6,12,54.5
8,6,13,58.5
8,6,14,60.2
8,6,15,59.0
8,6,16,50.0
8,6,17,42.9
8,6,18,43.3
8,6,19,41.9
8,6,20,26.9
8,6,21,16.6
8,6,22,9.5
8,6,23,8.0
9,0,0,11.25
9,0,1,13.625
9,0,2,27.25
9,0,3,46.75
9,0,4,55.75
9,0,5,56.375
9,0,6,51.0
9,0,7,54.75
9,0,8,52.875
9,0,9,63.5
9,0,10,62.375
9,0,11,60.375
9,0,12,59.0
9,0,13,73.5
9,0,14,80.25
9,0,15,81.875
9,0,16,76.75
9,0,17,64.0
9,0,18,56.25
9,0,19,44.125
9,0,20,27.5
9,0,21,16.625
9,0,22,10.625
9,0,23,9.125
9,1,0,8.333333333333334
9,1,1,12.666666666666666
9,1,2,32.77777777777778
9,1,3,62.0
9,1,4,71.66666666666667
9,1,5,71.0
9,1,6,71.55555555555556
9,1,7,59.888888888888886
9,1,8,63.44444444444444
9,1,9,67.44444444444444
9,1,10,66.33333333333333
9,1,11,68.55555555555556
9,1,12,59.77777777777778
9,1,13,69.44444444444444
9,1,14,82.77777777777777
9,1,15,88.55555555555556
9,1,16,82.22222222222223
9,1,17,82.44444444444444
9,1,18,66.77777777777777
9,1,19,59.44444444444444
9,1,20,39.666666666666664
9,1,21,26.22222222222222
9,1,22,15.777777777777779
9,1,23,10.777777777777779
9,2,0,8.4
9,2,1,9.8
9,2,2,35.0
9,2,3,65.9
9,2,4,80.7
9,2,5,74.2
9,2,6,65.1
9,2,7,69.4
9,2,8,66.0
9,2,9,65.8
9,2,10,72.8
9,2,11,64.3
9,2,12,55.0
9,2,13,67.7
9,2,14,82.9
9,2,15,93.1
9,2,16,82.2
9,2,17,85.6
9,2,18,81.2
9,2,19,65.1
9,2,20,50.1
9,2,21,25.5
9,2,22,17.9
9,2,23,12.8
9,3,0,10.222222222222221
9,3,1,13.555555555555555
9,3,2,30.666666666666668
9,3,3,58.333333333333336
9,3,4,74.88888888888889
9,3,5,75.0
9,3,6,69.33333333333333
9,3,7,68.11111111111111
9,3,8,66.55555555555556
9,3,9,72.77777777777777
9,3,10,74.33333333333333
9,3,11,70.0
9,3,12,59.55555555555556
9,3,13,66.88888888888889
9,3,14,81.88888888888889
9,3,15,85.44444444444444
9,3,16,86.0
9,3,17,83.44444444444444
9,3,18,91.44444444444444
9,3,19,86.11111111111111
9,3,20,59.111111111111114
9,3,21,41.44444444444444
9,3,22,31.0
9,3,23,16.333333333333332
9,4,0,14.75
9,4,1,14.0
9,4,2,31.375
9,4,3,59.5
9,4,4,81.0
9,4,5,76.375
9,4,6,58.875
9,4,7,66.0
9,4,8,68.75
9,4,9,61.75
9,4,10,70.625
9,4,11,68.375
9,4,12,59.375
9,4,13,67.125
9,4,14,82.25
9,4,15,84.0
9,4,16,84.125
9,4,17,80.0
9,4,18,78.75
9,4,19,89.5
9,4,20,77.25
9,4,21,69.25
9,4,22,55.75
9,4,23,46.25
9,5,0,31.25
9,5,1,13.625
9,5,2,15.625
9,5,3,22.5
9,5,4,35.75
9,5,5,45.375
9,5,6,53.125
9,5,7,54.875
9,5,8,62.75
9,5,9,70.75
9,5,10,69.25
9,5,11,63.0
9,5,12,55.625
9,5,13,68.5
9,5,14,74.125
9,5,15,81.875
9,5,16,75.0
9,5,17,77.125
9,5,18,79.5
9,5,19,83.125
9,5,20,90.75
9,5,21,82.125
9,5,22,63.875
9,5,23,58.625
9,6,0,37.5
9,6,1,18.25
9,6,2,13.75
9,6,3,18.125
9,6,4,22.625
9,6,5,38.125
9,6,6,51.875
9,6,7,62.0
9,6,8,69.125
9,6,9,65.5
9,6,10,72.0
9,6,11,60.125
9,6,12,63.125
9,6,13,63.25
9,6,14,69.0
9,6,15,63.25
9,6,16,57.5
9,6,17,56.875
9,6,18,53.875
9,6,19,42.0
9,6,20,36.0
9,6,21,22.625
9,6,22,17.25
9,6,23,11.875
10,0,0,9.875
10,0,1,12.625
10,0,2,33.625
10,0,3,55.625
10,0,4,72.625
10,0,5,69.5
10,0,6,59.875
10,0,7,55.75
10,0,8,60.375
10,0,9,64.5
10,0,10,64.875
10,0,11,72.125
10,0,12,54.625
10,0,13,74.0
10,0,14,93.75
10,0,15,84.0
10,0,16,78.25
10,0,17,65.25
10,0,18,62.875
10,0,19,41.875
10,0,20,31.5
10,0,21,17.875
10,0,22,12.625
10,0,23,8.25
10,1,0,6.75
10,1,1,11.125
10,1,2,34.25
10,1,3,62.625
10,1,4,81.75
10,1,5,83.0
10,1,6,69.5
10,1,7,64.375
10,1,8,69.625
10,1,9,66.0
10,1,10,75.625
10,1,11,74.625
10,1,12,60.375
10,1,13,72.625
10,1,14,84.75
10,1,15,86.375
10,1,16,83.25
10,1,17,80.25
10,1,18,78.5
10,1,19,58.125
10,1,20,41.25
10,1,21,25.25
10,1,22,14.625
10,1,23,8.75
10,2,0,9.125
10,2,1,13.125
10,2,2,33.25
10,2,3,73.75
10,2,4,85.0
10,2,5,70.875
10,2,6,70.125
10,2,7,68.75
10,2,8,74.875
10,2,9,64.5
10,2,10,68.125
10,2,11,75.875
10,2,12,57.125
10,2,13,74.375
10,2,14,89.125
10,2,15,94.625
10,2,16,93.75
10,2,17,88.875
10,2,18,80.375
10,2,19,64.5
10,2,20,42.5
10,2,21,26.875
10,2,22,16.625
10,2,23,13.25
10,3,0,8.333333333333334
10,3,1,13.444444444444445
10,3,2,30.444444444444443
10,3,3,61.55555555555556
10,3,4,78.66666666666667
10,3,5,76.0
10,3,6,67.33333333333333
10,3,7,75.77777777777777
10,3,8,73.88888888888889
10,3,9,73.77777777777777
10,3,10,82.44444444444444
10,3,11,71.0
10,3,12,53.0
10,3,13,71.33333333333333
10,3,14,95.44444444444444
10,3,15,100.11111111111111
10,3,16,99.33333333333333
10,3,17,93.77777777777777
10,3,18,89.66666666666667
10,3,19,83.88888888888889
10,3,20,64.0
10,3,21,44.0
10,3,22,29.444444444444443
10,3,23,16.333333333333332
10,4,0,14.4
10,4,1,12.5
10,4,2,33.6
10,4,3,61.9
10,4,4,80.5
10,4,5,79.6
10,4,6,65.9
10,4,7,63.5
10,4,8,62.7
10,4,9,66.8
10,4,10,73.8
10,4,11,67.3
10,4,12,50.1
10,4,13,76.5
10,4,14,83.5
10,4,15,96.1
10,4,16,87.3
10,4,17,86.0
10,4,18,87.4
10,4,19,87.5
10,4,20,88.2
10,4,21,72.7
10,4,22,60.6
10,4,23,45.8
10,5,0,28.5
10,5,1,15.3
10,5,2,14.5
10,5,3,22.6
10,5,4,38.6
10,5,5,52.1
10,5,6,58.9
10,5,7,60.7
10,5,8,74.0
10,5,9,75.4
10,5,10,76.6
10,5,11,70.4
10,5,12,57.0
10,5,13,73.2
10,5,14,78.5
10,5,15,85.1
10,5,16,84.1
10,5,17,81.1
10,5,18,82.9
10,5,19,89.1
10,5,20,82.3
10,5,21,87.7
10,5,22,73.4
10,5,23,56.1
10,6,0,38.55555555555556
10,6,1,15.666666666666666
10,6,2,11.777777777777779
10,6,3,16.88888888888889
10,6,4,23.555555555555557
10,6,5,35.77777777777778
10,6,6,48.888888888888886
10,6,7,58.55555555555556
10,6,8,66.11111111111111
10,6,9,70.22222222222223
10,6,10,66.55555555555556
10,6,11,60.0
10,6,12,57.333333333333336
10,6,13,60.77777777777778
10,6,14,63.22222222222222
10,6,15,63.666666666666664
10,6,16,60.0
10,6,17,54.44444444444444
10,6,18,51.333333333333336
10,6,19,42.22222222222222
10,6,20,32.333333333333336
10,6,21,19.666666666666668
10,6,22,14.0
10,6,23,8.11111111111111
11,0,0,11.6
11,0,1,31.4
11,0,2,60.9
11,0,3,83.0
11,0,4,69.7
11,0,5,64.7
11,0,6,59.3
11,0,7,66.1
11,0,8,64.2
11,0,9,66.2
11,0,10,64.8
11,0,11,59.5
11,0,12,69.1
11,0,13,85.9
11,0,14,80.6
11,0,15,77.6
11,0,16,80.1
11,0,17,59.1
11,0,18,50.0
11,0,19,31.2
11,0,20,19.2
11,0,21,12.2
11,0,22,8.9
11,0,23,7.3
11,1,0,9.444444444444445
11,1,1,29.444444444444443
11,1,2,60.666666666666664
11,1,3,75.33333333333333
11,1,4,77.66666666666667
11,1,5,68.55555555555556
11,1,6,69.11111111111111
11,1,7,73.0
11,1,8,71.33333333333333
11,1,9,72.88888888888889
11,1,10,70.66666666666667
11,1,11,58.0
11,1,12,68.88888888888889
11,1,13,81.22222222222223
11,1,14,96.0
11,1,15,85.77777777777777
11,1,16,81.77777777777777
11,1,17,75.33333333333333
11,1,18,62.77777777777778
11,1,19,43.22222222222222
11,1,20,24.88888888888889
11,1,21,16.0
11,1,22,11.0
11,1,23,11.333333333333334
11,2,0,10.5
11,2,1,32.125
11,2,2,61.125
11,2,3,77.0
11,2,4,81.0
11,2,5,63.0
11,2,6,64.0
11,2,7,69.25
11,2,8,72.125
11,2,9,68.625
11,2,10,71.375
11,2,11,56.75
11,2,12,77.25
11,2,13,76.875
11,2,14,95.0
11,2,15,78.75
11,2,16,83.25
11,2,17,84.25
11,2,18,64.0
11,2,19,51.0
11,2,20,29.75
11,2,21,23.875
11,2,22,15.625
11,2,23,14.375
11,3,0,11.25
11,3,1,29.5
11,3,2,52.25
11,3,3,70.125
11,3,4,70.625
11,3,5,60.125
11,3,6,59.125
11,3,7,65.375
11,3,8,62.5
11,3,9,71.5
11,3,10,62.75
11,3,11,54.75
11,3,12,64.75
11,3,13,78.375
11,3,14,83.875
11,3,15,83.625
11,3,16,84.5
11,3,17,75.0
11,3,18,71.875
11,3,19,51.375
11,3,20,42.125
11,3,21,22.25
11,3,22,16.75
11,3,23,12.375
11,4,0,12.875
11,4,1,25.75
11,4,2,47.5
11,4,3,76.0
11,4,4,70.375
11,4,5,64.625
11,4,6,64.75
11,4,7,64.5
11,4,8,75.0
11,4,9,70.0
11,4,10,71.625
11,4,11,56.0
11,4,12,73.625
11,4,13,77.5
11,4,14,95.625
11,4,15,88.5
11,4,16,81.375
11,4,17,87.375
11,4,18,92.875
11,4,19,80.875
11,4,20,68.5
11,4,21,57.625
11,4,22,44.5
11,4,23,31.375
11,5,0,15.75
11,5,1,13.5
11,5,2,19.75
11,5,3,31.25
11,5,4,46.875
11,5,5,55.375
11,5,6,68.25
11,5,7,61.25
11,5,8,75.875
11,5,9,75.125
11,5,10,79.75
11,5,11,58.625
11,5,12,70.875
11,5,13,80.75
11,5,14,84.625
11,5,15,79.375
11,5,16,81.0
11,5,17,90.625
11,5,18,86.75
11,5,19,91.25
11,5,20,73.625
11,5,21,71.375
11,5,22,54.625
11,5,23,35.25
11,6,0,18.555555555555557
11,6,1,14.0
11,6,2,18.444444444444443
11,6,3,27.11111111111111
11,6,4,39.22222222222222
11,6,5,52.44444444444444
11,6,6,60.666666666666664
11,6,7,65.22222222222223
11,6,8,72.33333333333333
11,6,9,71.33333333333333
11,6,10,65.0
11,6,11,58.44444444444444
11,6,12,64.66666666666667
11,6,13,64.0
11,6,14,68.22222222222223
11,6,15,59.666666666666664
11,6,16,51.333333333333336
11,6,17,50.22222222222222
11,6,18,40.77777777777778
11,6,19,28.555555555555557
11,6,20,16.333333333333332
11,6,21,9.777777777777779
11,6,22,6.555555555555555
11,6,23,8.444444444444445
12,0,0,10.875
12,0,1,33.714285714285715
12,0,2,45.0
12,0,3,71.42857142857143
12,0,4,58.75
12,0,5,54.625
12,0,6,55.25
12,0,7,63.75
12,0,8,59.625
12,0,9,60.125
12,0,10,58.5
12,0,11,55.75
12,0,12,58.5
12,0,13,76.0
12,0,14,72.375
12,0,15,74.0
12,0,16,68.125
12,0,17,64.625
12,0,18,49.125
12,0,19,33.25
12,0,20,19.5
12,0,21,14.375
12,0,22,12.0
12,0,23,7.375
12,1,0,8.444444444444445
12,1,1,25.666666666666668
12,1,2,60.77777777777778
12,1,3,74.44444444444444
12,1,4,70.22222222222223
12,1,5,63.333333333333336
12,1,6,61.77777777777778
12,1,7,70.22222222222223
12,1,8,69.88888888888889
12,1,9,67.77777777777777
12,1,10,72.44444444444444
12,1,11,55.55555555555556
12,1,12,67.66666666666667
12,1,13,85.11111111111111
12,1,14,85.44444444444444
12,1,15,84.88888888888889
12,1,16,83.55555555555556
12,1,17,78.88888888888889
12,1,18,65.55555555555556
12,1,19,46.666666666666664
12,1,20,30.333333333333332
12,1,21,18.444444444444443
12,1,22,13.444444444444445
12,1,23,9.555555555555555
12,2,0,12.2
12,2,1,31.3
12,2,2,54.0
12,2,3,68.0
12,2,4,71.0
12,2,5,70.1
12,2,6,65.3
12,2,7,70.9
12,2,8,63.7
12,2,9,71.5
12,2,10,66.6
12,2,11,50.0
12,2,12,66.8
12,2,13,83.7
12,2,14,88.4
12,2,15,84.9
12,2,16,82.3
12,2,17,85.5
12,2,18,69.8
12,2,19,46.8
12,2,20,35.3
12,2,21,22.3
12,2,22,15.9
12,2,23,12.9
12,3,0,11.4
12,3,1,31.9
12,3,2,57.4
12,3,3,70.8
12,3,4,73.8
12,3,5,72.2
12,3,6,68.7
12,3,7,75.6
12,3,8,68.9
12,3,9,79.3
12,3,10,69.5
12,3,11,54.4
12,3,12,70.5
12,3,13,80.2
12,3,14,86.4
12,3,15,81.7
12,3,16,80.1
12,3,17,85.6
12,3,18,83.7
12,3,19,62.9
12,3,20,48.4
12,3,21,37.0
12,3,22,24.5
12,3,23,17.1
12,4,0,10.555555555555555
12,4,1,27.22222222222222
12,4,2,51.333333333333336
12,4,3,64.88888888888889
12,4,4,66.11111111111111
12,4,5,59.111111111111114
12,4,6,66.22222222222223
12,4,7,62.44444444444444
12,4,8,69.88888888888889
12,4,9,70.11111111111111
12,4,10,62.22222222222222
12,4,11,56.77777777777778
12,4,12,69.0
12,4,13,83.55555555555556
12,4,14,82.22222222222223
12,4,15,83.77777777777777
12,4,16,83.55555555555556
12,4,17,87.11111111111111
12,4,18,82.55555555555556
12,4,19,73.625
12,4,20,62.75
12,4,21,53.875
12,4,22,41.25
12,4,23,23.75
12,5,0,12.375
12,5,1,13.0
12,5,2,20.125
12,5,3,30.75
12,5,4,45.75
12,5,5,53.25
12,5,6,70.25
12,5,7,68.375
12,5,8,74.0
12,5,9,71.5
12,5,10,73.0
12,5,11,53.0
12,5,12,58.5
12,5,13,77.5
12,5,14,80.75
12,5,15,82.5
12,5,16,73.75
12,5,17,73.25
12,5,18,74.75
12,5,19,69.625
12,5,20,60.125
12,5,21,53.625
12,5,22,44.0
12,5,23,27.375
12,6,0,13.375
12,6,1,9.625
12,6,2,14.75
12,6,3,22.5
12,6,4,31.5
12,6,5,54.625
12,6,6,69.875
12,6,7,71.125
12,6,8,73.875
12,6,9,64.125
12,6,10,68.125
12,6,11,52.25
12,6,12,60.0
12,6,13,60.5
12,6,14,58.5
12,6,15,54.375
12,6,16,49.875
12,6,17,46.125
12,6,18,36.5
12,6,19,26.375
12,6,20,18.0
12,6,21,10.125
12,6,22,5.75
12,6,23,6.75
